hip,name,ra_deg,dec_deg,mag
,Sol,0.000000,0.0,-26.70
122,The Oct,0.399240,-77.065724,4.78
154,30    Psc,0.490080,-6.014072,4.37
301,2    Cet,0.934950,-17.335988,4.55
355,3    Cet,1.125495,-10.509523,4.99
443,33    Psc,1.333920,-5.707618,4.61
677,Alpheratz,2.096865,29.090432,2.07
746,Caph,2.293305,59.14978,2.28
765,Eps Phe,2.352540,-45.747426,3.88
910,6    Cet,2.816085,-15.467977,4.89
1067,Algenib,3.308970,15.183596,2.83
1168,89Chi Peg,3.650670,20.206702,4.79
1170,7    Cet,3.660075,-18.932866,4.44
1366,24The And,4.272945,38.681636,4.61
1473,25Sig And,4.581945,36.785224,4.51
1562,8Iot Cet,4.856985,-8.823921,3.56
1599,Zet Tuc,5.012130,-64.874791,4.23
2021,Bet Hyi,6.418740,-77.254247,2.82
2072,Kap Phe,6.550740,-43.679829,3.93
2081,Ankaa,6.570840,-42.305981,2.40
2210,Eta Scl,6.982080,-33.007167,4.86
2472,Lam1Phe,7.853910,-48.803514,4.76
2484,Bet1Tuc,7.885875,-62.958218,4.36
2487,Bet2Tuc,7.889190,-62.965561,4.53
2505,14Lam Cas,7.943085,54.522289,4.74
2599,15Kap Cas,8.249955,62.931783,4.17
2912,29Pi  And,9.220200,33.719344,4.34
2920,Fulu,9.242820,53.896909,3.69
3031,30Eps And,9.639030,29.311751,4.34
3092,31Del And,9.831930,30.861024,3.27
3179,Schedar,10.126740,56.537331,2.24
3245,Mu  Phe,10.331490,-46.085007,4.59
3300,19Xi  Cas,10.516215,50.512526,4.80
3405,Eta Phe,10.838505,-57.46306,4.36
3414,20Pi  Cas,10.866990,47.024546,4.95
3419,Diphda,10.897350,-17.986605,2.04
3455,17Phi1Cet,11.047500,-10.60955,4.77
3504,22Omi Cas,11.181300,48.284364,4.48
3693,34Zet And,11.834715,24.267178,4.08
3786,63Del Psc,12.170595,7.585079,4.44
3801,25Nu  Cas,12.208380,50.968168,4.90
3821,Achird,12.273900,57.815187,3.46
3881,35Nu  And,12.453510,41.078911,4.53
4147,20    Cet,13.252065,-1.14426,4.78
4151,HIP4151,13.267665,61.12397,4.80
4292,26Ups1Cas,13.750725,58.972698,4.83
4422,Castula,14.166480,59.181056,4.62
4427,Cih,14.177145,60.71674,2.15
4436,37Mu  And,14.188275,38.499345,3.86
4463,38Eta And,14.301675,23.417648,4.40
4577,Alp Scl,14.651490,-29.357449,4.30
4906,71Eps Psc,15.735870,7.890135,4.27
5165,Bet Phe,16.521105,-46.718414,3.32
5348,Wurren,17.096130,-55.24576,3.94
5364,31Eta Cet,17.147460,-10.182264,3.46
5372,HIP5372,17.184195,86.25709,4.24
5434,42Phi And,17.375520,47.241792,4.26
5447,Mirach,17.432910,35.620558,2.07
5542,33The Cas,17.775255,55.149901,4.34
5571,84Chi Psc,17.863410,21.03465,4.66
5586,83Tau Psc,17.915130,30.089638,4.51
5742,85Phi Psc,18.437280,24.583713,4.67
5862,Nu  Phe,18.795645,-45.531664,4.97
5896,Kap Tuc,18.940560,-68.875927,4.25
6193,90Ups Psc,19.866645,27.264059,4.74
6242,34Phi Cas,20.020485,58.231611,4.95
6411,Adhil,20.585055,45.528778,4.87
6537,45The Cet,21.005850,-8.183257,3.60
6670,46    Cet,21.405135,-14.598796,4.90
6686,Ruchbah,21.453240,60.235283,2.66
6692,36Psi Cas,21.483120,68.130012,4.72
6813,48Ome And,21.913725,45.406687,4.83
6867,Gam Phe,22.091385,-43.318234,3.41
7007,98Mu  Psc,22.546305,6.14382,4.84
7083,Del Phe,22.812765,-49.072702,3.93
7097,Alpherg,22.870875,15.345823,3.62
7294,39Chi Cas,23.482920,59.23204,4.68
7513,Titawin,24.199485,41.405459,4.10
7588,Achernar,24.428340,-57.236757,0.45
7607,Nembus,24.498075,48.628213,3.59
7818,53Tau And,25.145055,40.577049,4.96
7884,106Nu  Psc,25.357890,5.487613,4.45
7918,HIP7918,25.445745,42.613369,4.96
7999,HIP7999,25.681290,-3.6902,4.98
8068,Phi Per,25.915125,50.688732,4.01
8102,52Tau Cet,26.017185,-15.93748,3.49
8198,Torcular,26.348460,9.157736,4.26
8497,53Chi Cet,27.396270,-10.68641,4.66
8645,Baten Kaitos,27.865140,-10.335038,3.74
8796,Mothallah,28.270440,29.578829,3.42
8832,Mesarthim,28.382550,19.293852,3.88
8833,111Xi  Psc,28.388955,3.187536,4.61
8837,Psi Phe,28.411530,-46.302669,4.39
8886,Segin,28.598760,63.670101,3.35
8903,Sheratan,28.660020,20.808035,2.64
8928,Eta2Hyi,28.733580,-67.647303,4.68
9007,Chi Eri,28.988460,-51.608896,3.69
9009,46Ome Cas,29.000055,68.685242,4.97
9061,56    Cet,29.167485,-22.526785,4.92
9095,HIP9095,29.291880,-47.385277,4.82
9153,9Lam Ari,29.482170,23.596061,4.79
9236,Alp Hyi,29.691765,-61.569859,2.86
9347,59Ups Cet,30.001260,-21.077831,3.99
9480,48    Cas,30.489660,70.90702,4.49
9487,Alrescha,30.511755,2.763759,3.82
9505,4    Per,30.575385,54.487541,4.99
9598,50    Cas,30.859020,72.421294,3.95
9640,Almach,30.974760,42.329725,2.10
9677,Nu  For,31.122660,-29.296819,4.68
9884,Hamal,31.793325,23.462423,2.01
9977,58    And,32.121810,37.859077,4.78
10053,14    Ari,32.355540,25.939892,4.98
10064,4Bet Tri,32.385870,34.987297,3.00
10280,6    Tri,33.092865,30.303067,4.94
10324,65Xi 1Cet,33.249975,8.846717,4.36
10340,60    And,33.305535,44.231652,4.84
10602,Phi Eri,34.127310,-51.512165,3.56
10644,8Del Tri,34.262865,34.224231,4.84
10670,9Gam Tri,34.328595,33.847194,4.03
11001,Del Hyi,35.437470,-68.659418,4.08
11313,65    And,36.405900,50.278631,4.73
11345,72Rho Cet,36.487515,-12.29048,4.88
11407,Kap Eri,36.746325,-47.70384,4.24
11484,73Xi 2Cet,37.039755,8.460054,4.30
11569,Iot Cas,37.266555,67.402474,4.46
11767,Polaris,37.946250,89.264109,1.97
11783,76Sig Cet,38.021790,-15.244677,4.74
11918,Ome For,38.461275,-28.232343,4.96
12093,78Nu  Cet,38.968635,5.593246,4.87
12387,82Del Cet,39.870660,0.328511,4.08
12390,83Eps Cet,39.890970,-11.872156,4.83
12394,Eps Hyi,39.896985,-68.266946,4.12
12413,HIP12413,39.949890,-42.89167,4.74
12486,Iot Eri,40.166715,-39.855375,4.11
12623,12    Per,40.562160,40.193944,4.91
12706,Kaffaljidhma,40.825170,3.235818,3.47
12719,35    Ari,40.862970,27.707146,4.65
12770,89Pi  Cet,41.030625,-13.858696,4.24
12777,13The Per,41.049510,49.228448,4.10
12828,87Mu  Cet,41.235585,10.114146,4.27
12843,1Tau1Eri,41.275725,-18.572563,4.47
12876,Zet Hyi,41.385720,-67.616617,4.83
13061,Lilii Borea,41.977200,29.247118,4.52
13147,Bet For,42.272535,-32.405898,4.45
13209,Bharani,42.495945,27.260507,3.61
13244,Nu  Hyi,42.618825,-75.066947,4.76
13254,16    Per,42.645945,38.318644,4.22
13268,Miram,42.674175,55.895496,3.77
13288,Angetenar,42.759675,-21.004019,4.76
13328,17    Per,42.878490,35.059741,4.56
13531,18Tau Per,43.564425,52.762479,3.93
13701,Azha,44.106870,-8.898144,3.89
13847,Acamar,44.565345,-40.304672,2.88
13879,22Pi  Per,44.690280,39.662728,4.68
13884,Bet Hor,44.699085,-64.071284,4.98
13905,24    Per,44.765340,35.183128,4.94
13914,48Eps Ari,44.803020,21.340429,4.63
13954,91Lam Cet,44.928750,8.907365,4.71
14135,Menkar,45.569880,4.089734,2.54
14146,11Tau3Eri,45.597945,-23.624472,4.08
14328,23Gam Per,46.199130,53.50644,2.91
14354,25Rho Per,46.294050,38.840274,3.32
14382,HIP14382,46.385070,56.705719,4.77
14576,Algol,47.042220,40.955648,2.09
14632,Iot Per,47.265075,49.613278,4.05
14668,Misam,47.373870,44.857544,3.79
14817,28Ome Per,47.822445,39.611582,4.61
14838,Botein,47.907330,19.726677,4.35
14862,HIP14862,47.984355,74.393659,4.85
14879,Dalim,48.018735,-28.987618,3.80
15110,58Zet Ari,48.725400,21.044441,4.87
15197,Zibal,48.958440,-8.81973,4.80
15382,15    Eri,49.592100,-22.511118,4.86
15416,HIP15416,49.682610,34.222653,4.85
15457,96Kap1Cet,49.840395,3.370198,4.84
15474,16Tau4Eri,49.879170,-21.757864,3.70
15510,82 G. Eri,49.979160,-43.069784,4.26
15520,HIP15520,49.996935,65.652292,4.74
15549,HIP15549,50.084835,29.048458,4.47
15648,32    Per,50.360715,43.329651,4.96
15863,Mirfak,51.080670,49.86118,1.79
15900,1Omi Tau,51.203310,9.02887,3.61
16083,2Xi  Tau,51.792300,9.73268,3.73
16147,HIP16147,52.012755,49.062866,4.99
16228,HIP16228,52.267230,59.94033,4.21
16244,34    Per,52.341840,49.508948,4.67
16245,Kap Ret,52.343370,-62.937527,4.71
16281,HIP16281,52.478100,58.87875,4.55
16335,35Sig Per,52.643685,47.995216,4.36
16341,17    Eri,52.654410,-5.075145,4.74
16369,5    Tau,52.718235,12.936678,4.14
16537,Ran,53.232720,-9.458262,3.72
16611,19Tau5Eri,53.446980,-21.632883,4.26
16826,37Psi Per,54.122385,48.192634,4.32
16852,10    Tau,54.218265,0.401662,4.29
16870,HIP16870,54.273660,-40.274545,4.57
17304,Del For,55.562085,-31.938361,4.99
17313,40    Per,55.594365,33.965026,4.97
17351,HIP17351,55.708620,-37.313518,4.59
17358,39Del Per,55.731240,47.787551,3.01
17378,Rana,55.812090,-9.763395,3.52
17440,Bet Ret,56.048895,-64.806903,3.84
17448,Atik,56.079720,32.288248,3.84
17499,Electra,56.218905,24.113339,3.72
17529,41Nu  Per,56.298480,42.578549,3.77
17531,Taygeta,56.302050,24.467278,4.30
17573,Maia,56.456685,24.367748,3.87
17587,HIP17587,56.509710,63.345047,4.78
17593,26Pi  Eri,56.535555,-12.101589,4.43
17608,Merope,56.581560,23.948358,4.14
17651,27Tau6Eri,56.712060,-23.249723,4.22
17678,Gam Hyi,56.809425,-74.238962,3.26
17702,Alcyone,56.871150,24.105137,2.85
17797,HIP17797,57.149445,-37.620155,4.30
17847,Atlas,57.290595,24.053415,3.62
17874,HIP17874,57.363555,-36.20025,4.17
17884,HIP17884,57.380355,65.525972,4.39
17959,Gam Cam,57.589530,71.332266,4.59
18216,33Tau8Eri,58.427925,-24.61223,4.64
18246,44Zet Per,58.533000,31.883635,2.84
18255,32    Eri,58.572930,-2.95473,4.46
18488,HIP18488,59.284545,61.108883,4.99
18505,HIP18505,59.356005,63.072264,4.95
18532,45Eps Per,59.463450,40.010215,2.90
18543,Zaurak,59.507355,-13.508515,2.97
18597,Del Ret,59.686425,-61.400185,4.56
18614,Menkib,59.741250,35.791033,3.98
18673,36Tau9Eri,59.981175,-24.016215,4.62
18724,35Lam Tau,60.170070,12.490347,3.41
18744,Gam Ret,60.224190,-62.159284,4.48
18772,Iot Ret,60.325455,-61.078822,4.97
18907,38Nu  Tau,60.789090,5.989305,3.91
19038,37    Tau,61.173795,22.081926,4.36
19167,47Lam Per,61.646025,50.351262,4.25
19343,48    Per,62.165355,47.712513,3.96
19515,Del Hor,62.710620,-41.993573,4.93
19587,Beid,62.966415,-6.837581,4.04
19740,47    Tau,63.484935,9.263824,4.84
19747,Alp Hor,63.500445,-42.294368,3.85
19777,39    Eri,63.598710,-10.256283,4.87
19780,Alp Ret,63.606060,-62.473858,3.33
19811,52    Per,63.722145,40.483671,4.67
19812,51Mu  Per,63.724425,48.409331,4.12
19849,Keid,63.818055,-7.652871,4.43
19860,49Mu  Tau,63.883575,8.892357,4.27
19893,Gam Dor,64.006455,-51.486648,4.26
19921,Eps Ret,64.121070,-59.302156,4.44
19990,50Ome2Tau,64.315260,20.578591,4.93
20042,41Ups4Eri,64.473555,-33.798348,3.55
20070,HIP20070,64.560840,50.295502,4.60
20205,Prima Hyadum,64.948335,15.627642,3.65
20250,52Phi Tau,65.088405,27.350754,4.97
20252,54    Per,65.102670,34.566725,4.93
20354,53    Per,65.388165,46.498878,4.80
20455,Secunda Hyadum,65.733705,17.542514,3.77
20535,Beemim,66.009195,-34.016846,3.97
20542,64Del2Tau,66.023985,17.44413,4.80
20635,65Kap1Tau,66.342330,22.293874,4.21
20648,68Del3Tau,66.372420,17.92791,4.30
20711,69Ups Tau,66.576915,22.813583,4.28
20713,71    Tau,66.586410,15.618265,4.48
20732,73Pi  Tau,66.651555,14.713782,4.69
20877,75    Tau,67.109880,16.359672,4.96
20885,77The1Tau,67.143720,15.962181,3.84
20889,Ain,67.154145,19.180431,3.53
20894,Chamukuy,67.165575,15.870883,3.40
21029,HIP21029,67.640130,16.194014,4.78
21139,45    Eri,67.969440,-0.044011,4.91
21248,50Ups1Eri,68.377350,-29.766492,4.49
21273,86Rho Tau,68.462145,14.844424,4.65
21281,Alp Dor,68.498970,-55.044975,3.30
21393,Theemin,68.887680,-30.562341,3.81
21402,88    Tau,68.913585,10.16079,4.25
21421,Aldebaran,68.980155,16.509301,0.87
21444,48Nu  Eri,69.079755,-3.352459,3.93
21476,58    Per,69.172620,41.264808,4.25
21589,90    Tau,69.539415,12.510838,4.27
21594,Sceptrum,69.545100,-14.30402,3.86
21644,HIP21644,69.723150,-12.123121,4.99
21683,92Sig2Tau,69.818745,15.917977,4.67
21763,54    Eri,70.110465,-19.671493,4.32
21770,Alp Cae,70.140585,-41.863752,4.44
21881,94Tau Tau,70.561260,22.956926,4.27
22109,57Mu  Eri,71.375625,-3.254657,4.01
22449,Tabit,72.460035,6.961276,3.19
22453,HIP22453,72.477690,37.488275,4.89
22509,2Pi 2Ori,72.653010,8.900176,4.35
22549,3Pi 4Ori,72.801510,5.605104,3.68
22667,4Omi1Ori,73.133175,14.250642,4.71
22678,2    Aur,73.158270,36.703187,4.79
22701,61Ome Eri,73.223625,-5.452695,4.36
22783,9Alp Cam,73.512540,66.342678,4.26
22797,8Pi 5Ori,73.562895,2.440672,3.71
22845,7Pi 1Ori,73.723860,10.150833,4.64
22957,9Omi2Ori,74.092815,13.514466,4.06
23015,Hassaleh,74.248410,33.16609,2.69
23040,7    Cam,74.321700,53.752101,4.43
23123,10Pi 6Ori,74.637090,1.714016,4.47
23179,4Ome Aur,74.814180,37.890245,4.93
23231,64    Eri,74.982240,-12.537416,4.78
23362,HIP23362,75.356580,-20.051918,4.91
23364,65Psi Eri,75.359775,-7.173965,4.80
23416,Almaaz,75.492225,43.823308,3.03
23453,Saclateni,75.619515,41.075837,3.69
23497,102Iot Tau,75.773940,21.589962,4.62
23522,10Bet Cam,75.854550,60.442245,4.03
23595,Gam1Cae,76.101600,-35.482978,4.55
23607,11    Ori,76.142295,15.404105,4.65
23685,2Eps Lep,76.365270,-22.371032,3.19
23693,Zet Dor,76.377795,-57.472704,4.71
23767,Haedus,76.628700,41.234474,3.18
23783,9    Aur,76.669335,51.59772,4.98
23835,104    Tau,76.862460,18.645052,4.91
23875,Cursa,76.962435,-5.086446,2.78
23972,69Lam Eri,77.286600,-8.754081,4.25
24010,15    Ori,77.424810,15.597232,4.81
24244,3Iot Lep,78.074595,-11.869219,4.45
24305,5Mu  Lep,78.232920,-16.205468,3.29
24327,4Kap Lep,78.307830,-12.941291,4.36
24331,17Rho Ori,78.322845,2.861265,4.46
24340,11Mu  Aur,78.357165,38.484498,4.82
24372,The Dor,78.439320,-67.185255,4.81
24436,Rigel,78.634470,-8.20164,0.18
24608,Capella,79.172250,45.997991,0.08
24659,Omi Col,79.371165,-34.895207,4.81
24674,20Tau Ori,79.401630,-6.844409,3.59
24727,16    Aur,79.544025,33.371613,4.54
24813,15Lam Aur,79.784925,40.099051,4.69
24822,109    Tau,79.819170,22.096494,4.96
24845,6Lam Lep,79.893855,-13.176788,4.29
24927,HIP24927,80.112165,-21.239763,4.70
25044,22    Ori,80.440620,-0.382465,4.72
25142,23    Ori,80.708340,3.544452,4.99
25247,29    Ori,80.986785,-7.808065,4.13
25281,28Eta Ori,81.119235,-2.397146,3.35
25302,25Psi1Ori,81.186780,1.846445,4.89
25336,Bellatrix,81.282765,6.349702,1.64
25428,Elnath,81.572970,28.60745,1.65
25473,30Psi2Ori,81.709290,3.095674,4.59
25539,114    Tau,81.908685,21.936965,4.88
25606,Nihal,82.061340,-20.759441,2.81
25737,31    Ori,82.433250,-1.092239,4.71
25813,32    Ori,82.696050,5.948139,4.20
25859,Eps Col,82.803135,-35.470519,3.86
25923,36Ups Ori,82.982745,-7.301537,4.62
25930,Mintaka,83.001675,-0.299092,2.25
25945,119    Tau,83.053125,18.594234,4.32
25984,25Chi Aur,83.181975,32.192022,4.71
25985,Arneb,83.182560,-17.822289,2.58
26069,Bet Dor,83.406315,-62.489825,3.76
26176,37Phi1Ori,83.705160,9.489579,4.39
26199,HIP26199,83.761170,-6.002027,4.78
26207,Meissa,83.784495,9.934158,3.39
26220,41The1Ori,83.815920,-5.387315,4.98
26235,43The2Ori,83.845425,-5.41606,4.98
26237,42    Ori,83.846520,-4.838358,4.58
26241,Hatysa,83.858265,-5.909901,2.75
26311,Alnilam,84.053385,-1.20192,1.69
26366,40Phi2Ori,84.226620,9.290673,4.09
26451,Tianguan,84.411195,21.142549,2.97
26549,48Sig Ori,84.686535,-2.600069,3.77
26563,49    Ori,84.721185,-7.212829,4.77
26594,47Ome Ori,84.796440,4.121467,4.50
26634,Phact,84.912255,-34.074108,2.65
26727,Alnitak,85.189695,-1.942572,1.74
26736,HIP26736,85.211310,-1.128787,4.95
26777,126    Tau,85.323825,16.534148,4.84
26885,51    Ori,85.619295,1.474629,4.90
27072,13Gam Lep,86.115855,-22.448382,3.59
27100,Del Dor,86.193345,-65.735526,4.34
27288,14Zet Lep,86.738925,-14.82195,3.55
27321,Bet Pic,86.821185,-51.066514,3.85
27366,Saiph,86.939115,-9.669605,2.07
27468,132    Tau,87.254025,24.567535,4.88
27483,29Tau Aur,87.293505,39.181071,4.51
27511,134    Tau,87.387210,12.651324,4.89
27530,Gam Pic,87.456765,-56.166663,4.50
27628,Wazn,87.739935,-35.768309,3.12
27639,31Ups Aur,87.760125,37.305573,4.72
27654,15Del Lep,87.830355,-20.879089,3.76
27673,32Nu  Aur,87.872490,39.14848,3.97
27750,56    Ori,88.110165,1.855134,4.76
27810,Lam Col,88.278675,-33.801361,4.88
27830,136    Tau,88.331850,27.612262,4.56
27890,HIP27890,88.524870,-63.089627,4.65
27913,54Chi1Ori,88.595790,20.276174,4.39
27949,30Xi  Aur,88.711605,55.706947,4.96
27989,Betelgeuse,88.792935,7.407063,0.45
28010,Xi  Col,88.874625,-37.120668,4.97
28103,16Eta Lep,89.101230,-14.1677,3.71
28199,Gam Col,89.384205,-35.28328,4.36
28237,139    Tau,89.498565,25.953912,4.81
28328,Eta Col,89.786670,-42.815135,3.96
28358,33Del Aur,89.881665,54.284656,3.72
28360,Menkalinan,89.882235,44.947433,1.90
28380,Mahasim,89.930265,37.212585,2.65
28404,35Pi  Aur,89.983755,45.936736,4.30
28413,HIP28413,90.013950,-3.074253,4.53
28574,3    Mon,90.460095,-10.59793,4.92
28614,61Mu  Ori,90.595830,9.647276,4.12
28716,62Chi2Ori,90.979935,20.138452,4.64
28734,1    Gem,91.030065,23.263341,4.16
28816,17    Lep,91.246365,-16.484435,4.92
28910,18The Lep,91.538850,-14.935254,4.67
29038,67Nu  Ori,91.893015,14.768472,4.42
29276,Del Pic,92.574630,-54.968645,4.72
29426,70Xi  Ori,92.984985,14.208765,4.45
29434,69    Ori,93.013665,16.130406,4.95
29651,5Gam Mon,93.713880,-6.274776,3.99
29655,Propus,93.719415,22.506799,3.31
29696,44Kap Aur,93.844560,29.498076,4.32
29807,Kap Col,94.138065,-35.140519,4.37
29997,HIP29997,94.711575,69.319787,4.76
30060,2    Lyn,94.905780,59.010964,4.44
30093,HIP30093,94.998330,-2.944493,4.91
30122,Furud,95.078295,-30.063367,3.02
30277,Del Col,95.528460,-33.4364,3.85
30324,Mirzam,95.674935,-17.955918,1.98
30343,Tejat,95.740095,22.513586,2.87
30419,8Eps Mon,95.942025,4.592865,4.39
30438,Canopus,95.987925,-52.69566,-0.62
30520,46Psi1Aur,96.224595,49.287893,4.92
30788,Lam CMa,97.042545,-32.58007,4.47
30867,11Bet Mon,97.204455,-7.033062,3.76
30883,18Nu  Gem,97.240785,20.212133,4.13
31125,4Xi 1CMa,97.964025,-23.418422,4.34
31216,13    Mon,98.225940,7.332965,4.47
31407,HIP31407,98.744100,-52.975607,4.35
31416,5Xi 2CMa,98.764110,-22.964793,4.54
31592,7Nu 2CMa,99.170985,-19.255879,3.95
31681,Alhena,99.427920,16.399252,1.93
31685,Nu  Pup,99.440295,-43.195934,3.17
31700,8Nu 3CMa,99.472590,-18.237478,4.42
31827,HIP31827,99.819660,-14.145764,4.82
31832,50Psi2Aur,99.832605,42.488877,4.80
31978,15    Mon,100.244415,9.895754,4.66
32246,Mebsuta,100.983030,25.131124,3.06
32249,30    Gem,100.997055,13.228017,4.49
32349,Sirius,101.287215,-16.716116,-1.44
32362,Alzirr,101.322360,12.895591,3.35
32438,12    Lyn,101.558925,59.44167,4.86
32533,17    Mon,101.832630,8.037254,4.77
32578,18    Mon,101.965200,2.412159,4.48
32607,Alp Pic,102.047910,-61.941391,3.24
32759,13Kap CMa,102.460245,-32.508478,3.50
32761,HIP32761,102.463815,-53.622449,4.41
32768,Tau Pup,102.483990,-50.61456,2.94
32844,58Psi7Aur,102.691455,41.78123,4.99
32855,HIP32855,102.718140,-34.367318,4.99
33018,34The Gem,103.197240,33.961254,3.60
33092,15    CMa,103.387110,-20.224254,4.82
33152,16Omi1CMa,103.533135,-24.184211,3.89
33160,14The CMa,103.547505,-12.038628,4.08
33202,38    Gem,103.660980,13.177827,4.73
33302,19Pi  CMa,103.905960,-20.136497,4.66
33347,20Iot CMa,104.034270,-17.054242,4.36
33357,HIP33357,104.066625,-48.721144,4.94
33449,15    Lyn,104.319180,58.422759,4.35
33485,16    Lyn,104.404635,45.094094,4.90
33579,Adhara,104.656455,-28.972084,1.50
33694,HIP33694,105.016215,76.977408,4.55
33856,Nganurganity,105.429780,-27.93483,3.49
33971,19    Mon,105.728235,-4.239231,4.99
33977,24Omi2CMa,105.756135,-23.833291,3.02
34045,Muliphein,105.939555,-15.633286,4.11
34059,HIP34059,105.973440,-49.58392,4.92
34088,Mekbuda,106.027215,20.570297,4.01
34444,Wezen,107.097855,-26.3932,1.83
34481,Gam2Vol,107.186820,-70.498932,3.78
34495,HIP34495,107.212785,-39.655657,4.83
34622,20    Mon,107.557005,-4.237106,4.91
34693,46Tau Gem,107.784885,30.245163,4.41
34752,63    Aur,107.913825,39.320549,4.91
34769,22Del Mon,107.966085,-0.492764,4.15
34834,HIP34834,108.140250,-46.759305,4.49
34899,HIP34899,108.305655,-45.182739,4.87
34922,HIP34922,108.384555,-44.639739,4.42
34981,27    CMa,108.563385,-26.352507,4.42
35020,HIP35020,108.658920,-48.271927,4.75
35037,28Ome CMa,108.702735,-26.772667,4.01
35205,HIP35205,109.145805,-27.881179,4.66
35210,HIP35210,109.153470,-23.315594,4.83
35228,Del Vol,109.207620,-67.957152,3.97
35264,Pi  Pup,109.285665,-37.09747,2.71
35350,54Lam Gem,109.523250,16.540383,3.58
35363,HIP35363,109.576650,-36.733962,4.65
35412,29    CMa,109.668240,-24.558701,4.88
35415,30Tau CMa,109.677030,-24.954375,4.37
35550,Wasat,110.030745,21.98232,3.50
35727,HIP35727,110.556375,-19.0166,4.94
35904,Aludra,111.023760,-29.303104,2.45
36041,2Eps CMi,111.412065,9.276097,4.99
36046,60Iot Gem,111.431685,27.79808,3.78
36145,21    Lyn,111.678555,49.211527,4.61
36188,Gomeisa,111.787680,8.289315,2.89
36284,4Gam CMi,112.040805,8.92553,4.33
36366,62Rho Gem,112.277925,31.78455,4.16
36377,Sig Pup,112.307685,-43.301432,3.25
36425,6    CMi,112.449090,12.006564,4.55
36431,HIP36431,112.464225,-23.024287,4.85
36514,HIP36514,112.677510,-30.962281,4.65
36547,HIP36547,112.768665,82.411466,4.92
36773,HIP36773,113.449845,-14.523892,4.82
36795,HIP36795,113.513265,-22.296067,4.44
36850,Castor,113.649510,31.888276,1.58
36917,HIP36917,113.845410,-28.369323,4.65
36942,HIP36942,113.915475,-52.533836,4.93
36962,69Ups Gem,113.980620,26.895741,4.06
37096,HIP37096,114.342135,-34.96853,4.53
37173,HIP37173,114.575190,-25.364804,4.69
37229,HIP37229,114.707790,-26.803836,3.80
37265,Jishui,114.791400,34.584346,4.89
37279,Procyon,114.825495,5.224993,0.40
37297,HIP37297,114.863925,-38.308021,4.84
37379,HIP37379,115.096710,-15.26392,4.98
37447,26Alp Mon,115.311810,-9.551131,3.94
37504,Zet Vol,115.455060,-72.606098,3.93
37609,24    Lyn,115.751820,58.71036,4.93
37629,75Sig Gem,115.828005,28.88351,4.23
37648,1    Pup,115.884945,-28.410885,4.63
37677,3    Pup,115.951950,-28.954826,3.94
37740,77Kap Gem,116.111895,24.397993,3.57
37819,HIP37819,116.313735,-37.968584,3.62
37826,Pollux,116.329155,28.026199,1.16
37908,81    Gem,116.531040,18.510043,4.89
38070,Omi Pup,117.021540,-25.937169,4.40
38089,HIP38089,117.084120,-47.077722,4.69
38164,HIP38164,117.309570,-46.373205,4.10
38170,Azmidi,117.323565,-24.859786,3.34
38414,HIP38414,118.054320,-40.575786,3.71
38455,HIP38455,118.161030,-38.862812,4.49
38500,HIP38500,118.265160,-49.613044,4.63
38518,HIP38518,118.325670,-48.102934,4.22
38538,83Phi Gem,118.374240,26.765783,4.97
38827,Chi Car,119.194695,-52.98236,3.46
38835,11    Pup,119.214750,-22.880119,4.20
38901,HIP38901,119.417115,-30.33457,4.76
38957,HIP38957,119.560170,-49.244912,4.47
39079,27    Mon,119.933970,-3.679583,4.93
39095,HIP39095,119.966880,-18.399228,4.61
39138,HIP39138,120.083205,-63.567456,4.81
39211,28    Mon,120.305565,-1.392608,4.69
39311,HIP39311,120.566400,2.334571,4.39
39424,Chi Gem,120.879510,27.794332,4.94
39429,Naos,120.896055,-40.003148,2.21
39757,Tureis,121.886055,-24.304324,2.83
39794,Eps Vol,121.982595,-68.617062,4.35
39847,27    Lyn,122.114445,51.50667,4.78
39863,29Zet Mon,122.148540,-2.983786,4.36
39903,HIP39903,122.253195,-61.302429,4.74
